qid,answer,answer_start,answer_start_relative
1929,northern,277,0.3147410358565737
1930,central North Carolina,802,0.7765273311897106
1931,Greensboro,469,0.7363344051446945
1932,34,80,0.7363344051446945
1933,Eastern North Carolina,853,0.9043408360128617
1934,14,100,0.25562700964630225
1935,one-drop rule,376,0.0
1936,Neg,474,0.40062111801242234
1937,their father,985,0.5900621118012422
1938,Mulatto,121,0.14751552795031056
1939,Negro,323,0.08229813664596274
1940,"in the 1050s, the Burmese language, culture and Theravada Buddhism slowly became dominant in the country.",261,0.40175953079178883
1941,Huerta,96,0.05571847507331378
1942,Venustiano Carranza,19,0.9736070381231672
1943,Tibeto-Burman-speaking Pyu city-states in Upper Burma and the Mon kingdoms in Lower Burma,44,0.6466275659824047
1944,The Pagan Kingdom fell due to the Mongol invasions and several warring states emerged,367,0.9926686217008798
1945,Carranza,211,0.5402750491159135
1946,Ciudad Juárez,559,0.29273084479371314
1947,In the 16th century,454,0.13359528487229863
1948,United States,854,0.6326129666011788
1949,Taungoo Dynasty,492,0.6660117878192534
1950,a type of sandstone dominated by a pink hue,457,0.2081818181818182
1951,Jain Temples,611,0.6763636363636364
1952,the Pink City,402,0.00909090909090909
1953,Rajput kings,94,0.40454545454545454
1954,Ranakpur Temple,706,0.8545454545454545
1955,the Proto-Elamite and Elamite kingdoms,89,0.25740318906605925
1956,Alexander the Great,740,0.5296127562642369
1957,625 BC,214,0.15261958997722094
1958,Cyrus the Great,380,0.7334851936218679
1959,330 BC,706,0.17198177676537585
1960,2004,584,0.15565345080763582
1961,Royal Navy,187,0.27606461086637296
1962,British Army's Anti-Aircraft Command,594,0.05726872246696035
1963,RAF Regiment,292,0.9060205580029369
1964,Cold War,415,0.15565345080763582
1965,antiretroviral,161,0.3289630512514899
1966,40 multi-national pharmaceutical companies,15,0.797377830750894
1967,40,15,0.9201430274135876
1968,"The Netherlands, Germany, France, and later the US",876,0.14779499404052443
1969,"250,000",790,0.6686531585220501
1970,"British, American and Polish",97,0.5536663124335813
1971,April 2003,235,0.4675876726886291
1972,1 May 2003,300,0.2869287991498406
1973,21 March 2003,58,0.3379383634431456
1974,Ba'ath,703,0.23804463336875664
1975,Kota and Bundi,699,0.0
1976,100 to 350 m above sea level,517,0.5080906148867314
1977,"1,722",100,0.3511326860841424
1978,the Chambal River,821,0.2783171521035599
1979,60%,181,0.6618122977346278
1980,1st and 2nd,458,0.5833333333333334
1981,1881,847,0.6348484848484849
1982,Tri-Cities and Knoxville,508,0.1621212121212121
1983,Nashville and Memphis,271,0.9696969696969697
1984,Memphis,285,0.8015151515151515
1985,evangelisch,111,0.28021015761821366
1986,"John Calvin, Huldrych Zwingli",964,0.8126094570928196
1987,the Puritans,681,0.04903677758318739
1988,German,103,0.1646234676007005
1989,evangelical,543,0.10507880910683012
1990,Olympic Sculpture Park,293,0.29896907216494845
1991,1933,120,0.8232695139911634
1992,artist-run,931,0.036818851251840944
1993,Henry Art Gallery,4,0.08394698085419734
1994,a drug,795,0.7555228276877761
1995,1927,32,0.47438330170777987
1996,because it hurts too much,513,0.3908918406072106
1997,illness,331,0.08538899430740038
1998,dimensions,41,0.10246679316888045
1999,pain,236,0.3055028462998102
2000,the faculty of each school,411,0.14527027027027026
2001,at least twelve,761,0.6765202702702703
2002,full-time undergraduate,15,0.2483108108108108
2003,four,667,0.5599662162162162
2004,approximately 10,514,0.0
2005,Misrata,803,0.2225201072386059
2006,Rabta,255,0.30294906166219837
2007,army and police,174,0.8270777479892761
2008,Benghazi,873,0.0938337801608579
2009,mustard gas,226,0.01943699731903485
2010,youth,133,0.5038167938931297
2011,lessened,601,0.9904580152671756
2012,light,776,0.15839694656488548
2013,narrower,243,0.3530534351145038
2014,crown,543,0.1965648854961832
2015,"Maycomb, Alabama",112,0.06440071556350627
2016,Jean Louise Finch (Scout),185,0.0026833631484794273
2017,"Maycomb, Alabama",112,0.2262969588550984
2018,two,778,0.12701252236135957
2019,the Great Depression,54,0.08318425760286226
2020,1164,379,0.6288416075650118
2021,Aristotle,258,0.9562647754137116
2022,Thomas Aquinas,966,0.5354609929078015
2023,realists,134,0.8144208037825059
2024,scholasticism,730,0.2364066193853428
2025,possible remedies,1004,0.7545304777594728
2026,an unintended effect of affirmative action policies at Harvard,217,0.2701812191103789
2027,a third,309,0.5667215815485996
2028,the descendants,871,0.6985172981878089
2029,a panel discussion,7,0.7545304777594728
2030,20%,95,0.09817671809256662
2031,Latin,319,0.426367461430575
2032,2.7%,595,0.8611500701262272
2033,Dutch,986,0.2917251051893408
2034,French,216,0.6830294530154277
2035,the BIOS,425,0.06631762652705062
2036,Chenevix-Trench,277,0.6841186736474695
2037,the independence of operating companies around the world was gradually reduced,741,0.31326352530541013
2038,a third,81,0.6893542757417103
2039,"more than 40,000",157,0.5636998254799301
2040,chemicals,51,0.2153846153846154
2041,ROM,64,0.14102564102564102
2042,"firmware,",726,0.7769230769230769
2043,local,554,0.5871794871794872
2044,the caning would cut the cloth to shreds,951,0.33589743589743587
2045,ROM,335,0.7279029462738301
2046,RAM,0,0.42114384748700173
2047,caning,186,0.6655112651646448
2048,Anthony Chenevix-Trench,89,0.09878682842287695
2049,"""Pop-Tanning""",676,0.341421143847487
2050,Richard Dawkins,79,0.922971114167813
2051,drives,307,0.21182943603851445
2052,poor,831,0.7922971114167813
2053,one whose pains are well balanced,400,0.8349381017881705
2054,risk,608,0.12517193947730398
2055,vocal,776,0.1564625850340136
2056,brass,458,0.0
2057,the mid-19th century,84,0.3622448979591837
2058,The symphony orchestra,337,0.5051020408163265
2059,a string section,707,0.6037414965986394
2060,1908,498,0.2714285714285714
2061,mid-1960s,890,0.680952380952381
2062,1898,115,0.10158730158730159
2063,two influential pioneers of house music,393,0.17936507936507937
2064,co-founder of an influential Trax Records,13,0.5380952380952381
2065,Muzic Box,1062,0.13978494623655913
2066,"""the Godfather of House,""",503,0.2891278375149343
2067,2nd,89,0.5734767025089605
2068,Ron Hardy's,1041,0.98805256869773
2069,the state legislature passed a new constitution,310,0.0
2070,complex polysaccharides,165,0.5642458100558659
2071,cannot be synthesized in the body,353,0.12290502793296089
2072,carbohydrates,13,0.49906890130353815
2073,triglycerides,208,0.21973929236499068
2074,nitrogen,516,0.40409683426443205
2075,Political economist and civil servant,479,0.7384898710865562
2076,Traité de la Police,292,0.06077348066298342
2077,Nicolas Delamare,273,0.31860036832412525
2078,German and French,126,0.6777163904235728
2079,1705,359,0.8876611418047882
2080,China and India,55,0.6687116564417178
2081,$12 billion,411,0.17791411042944785
2082,"Memphis, Tennessee",734,0.4687116564417178
2083,largest exporters,239,0.15828220858895706
2084,Dunavant Enterprises,703,0.19877300613496932
2085,eight,828,0.9657534246575342
2086,governor,384,0.003424657534246575
2087,Emmett Till,870,0.9657534246575342
2088,Emmett Till,870,0.341324200913242
2089,Civil Rights Movement,1023,0.1689497716894977
2090,Walter Lett,207,0.16720604099244876
2091,display Southern prejudices,841,0.6062567421790723
2092,prefectures,477,0.1186623516720604
2093,China proper,690,0.27292340884573896
2094,Hubei and Hunan,183,0.0744336569579288
2095,only a matter of circumstance,648,0.43058455114822547
2096,nonreplicating microorganisms within the wound,29,0.019311064718162838
2097,replicating,103,0.6482254697286013
2098,anaerobic bacteria,369,0.16701461377870563
2099,extrinsic organisms,214,0.11482254697286012
2100,in the cytoplasm,128,0.6942307692307692
2101,production of proteins,639,0.7403846153846154
2102,irregularly shaped body,151,0.39807692307692305
2103,phylum Planctomycetes and candidate phylum Poribacteria,275,0.7961538461538461
2104,a single circular DNA chromosome,87,0.7961538461538461
2105,continue to invest client funds in over-priced (under-yielding) investments,744,0.15641711229946523
2106,a conflict of interest,10,0.4732620320855615
2107,plausible deniability,940,0.3355614973262032
2108,Professional investment managers,229,0.2727272727272727
2109,to maximize their compensation,445,0.3663101604278075
2110,King William,916,0.2309322033898305
2111,1830,693,0.4438559322033898
2112,fifth,23,0.2245762711864407
2113,within a week of each other,590,0.029661016949152543
2114,fifth,23,0.8697033898305084
2115,1840,93,0.15236051502145923
2116,eastern,253,0.27467811158798283
2117,"November 21, 1789",3,0.06437768240343347
2118,Raleigh,142,0.4699570815450644
2119,the Constitution,72,0.6716738197424893
2120,beer,120,0.7857142857142857
2121,89%,702,0.32926829268292684
2122,"13,000",150,0.0
2123,to build fighters,996,0.5
2124,3%,572,0.20034843205574912
2125,Béla Kun,422,0.5182341650671785
2126,historicism,900,0.0
2127,class struggle,591,0.6564299424184261
2128,Communists,179,0.044145873320537425
2129,a coup,454,0.15547024952015356
2130,scribes,133,0.049060542797494784
2131,A. Aaboe,877,0.38413361169102295
2132,a Chaldean astronomer and mathematician,602,0.14613778705636743
2133,in Western calendars,241,0.5104384133611691
2134,today's calendars,692,0.2954070981210856
2135,when to flower,61,0.00718132854578097
2136,agriculture,991,0.8653500897666068
2137,1964,520,0.5026929982046678
2138,the Pulitzer Prize,301,0.20466786355475763
2139,Anticipation of changes,783,0.6068222621184919
2140,pollinators,110,0.11213517665130568
2141,light cycle,364,0.8417818740399385
2142,1962,502,0.511520737327189
2143,41,252,0.0967741935483871
2144,1961,208,0.674347158218126
2145,communicate,811,0.5631641086186541
2146,swimming,68,0.6469893742621016
2147,triangles,251,0.012987012987012988
2148,tripedal,167,0.2715466351829988
2149,water striders,518,0.3152302243211334
2150,during the time of indigenous societies,737,0.3199152542372881
2151,Pedro Álvares Cabral,125,0.8347457627118644
2152,Boys and girls,1065,0.5847457627118644
2153,electric shock,998,0.8877118644067796
2154,"April 22, 1550",107,0.11440677966101695
2155,14,45,0.1
2156,24,795,0.0
2157,MotorStorm: Pacific Rift,1116,0.4230769230769231
2158,Namco Bandai Games,737,0.35
2159,Resistance: Fall of Man,166,0.8076923076923077
2160,Luckett and Roberson,628,0.9157212317666127
2161,Survivor,593,0.08265802269043761
2162,Independent Women Part I,37,0.2106969205834684
2163,eleven,216,0.5688816855753647
2164,Charlie's Angels.,115,0.7115072933549432
2165,400-year,359,0.13786764705882354
2166,Pope Benedict XVI,790,0.27389705882352944
2167,vernacular,76,0.9117647058823529
2168,Gregorian Chant,646,0.5128676470588235
2169,2007,784,0.4338235294117647
2170,US Air Force Fitness Test,4,0.9006024096385542
2171,Fit to Fight program,191,0.44728915662650603
2172,75 points,763,0.5075301204819277
2173,90%,961,0.7786144578313253
2174,1.5-mile,574,0.30120481927710846
2175,white sleeves,228,0.6290584415584416
2176,pillar box red,152,0.8969155844155844
2177,Herbert Chapman,9,0.875
2178,first season,937,0.2792207792207792
2179,red and white,520,0.7150974025974026
2180,the teacher,991,0.7792068595927116
2181,Ptolemaic astronomy,557,0.8263665594855305
2182,al-Azhar,692,0.3515541264737406
2183,Islamic religious law of sharīʻah,199,0.04608788853161844
2184,supply religious needs,495,0.9421221864951769
2185,the northern Appalachian Mountains,598,0.6919934640522876
2186,Euramerica (or Laurussia),160,0.7761437908496732
2187,Panthalassa,956,0.059640522875817
2188,hypothesis of transmutation of species,55,0.29411764705882354
2189,Lamarckism,414,0.3243464052287582
2190,Georges Cuvier,832,0.4048865619546248
2191,Jean-Baptiste Lamarck,112,0.0
2192,Erasmus Darwin,29,0.6701570680628273
2193,Old Red Sandstone,361,0.5305410122164049
2194,419 to 359 Ma.,34,0.193717277486911
2195,Go-Getters,587,0.8576998050682261
2196,local artists,101,0.01949317738791423
2197,mid-1990s,52,0.2787524366471735
2198,1993,172,0.33528265107212474
2199,Tai-lo,801,0.2787524366471735
2200,2001,294,0.13739763421292084
2201,2007,663,0.5814376706096451
2202,In the 1990s,0,0.2502274795268426
2203,1999,978,0.0791628753412193
2204,Go-Getters,587,0.1164695177434031
2205,for a financial bailout from the federal government,501,0.13556618819776714
2206,social,1085,0.613237639553429
2207,David Buffett,383,0.6626794258373205
2208,more than 20 million,1017,0.5933014354066986
2209,Australian federal taxes,39,0.025518341307814992
2210,"July 1, 2016",646,0.11022927689594356
2211,older gamers,230,0.8800705467372134
2212,60%,656,0.09435626102292768
2213,Donkey Kong Country,784,0.9391534391534392
2214,over a year,480,0.6499118165784833
2215,Wisconsin glaciation,847,0.8623298033282905
2216,15,162,0.6883509833585476
2217,Miami oolite,51,0.4977307110438729
2218,Sangamonian,333,0.21331316187594554
2219,8,395,0.31164901664145234
2220,ordered the arrest of rebels,53,0.3274647887323944
2221,1695,1120,0.7570422535211268
2222,1680,570,0.3004694835680751
2223,monopolized,1020,0.1572769953051643
2224,feudal,1143,0.5727699530516432
2225,1674,21,0.45950155763239875
2226,Francisco de Irrisarri y Vinar,325,0.926791277258567
2227,Nawab of Bengal Siraj Ud Daulah,4,0.45950155763239875
2228,Robert Clive,237,0.37227414330218067
2229,East India Company,210,0.2554517133956386
2230,1000,814,0.19286125503742085
2231,the British Crown,131,0.06275187104202648
2232,1776,13,0.51237766263673
2233,1000,669,0.6200345423143351
2234,1780,652,0.231433506044905
2235,the Très Riches Heures du Duc de Berry,397,0.2955665024630542
2236,Early Renaissance,73,0.05714285714285714
2237,Mudéjar potters,847,0.6926108374384237
2238,the Royal Gold Cup,950,0.2315270935960591
2239,1400,360,0.09556650246305419
2240,Prussia and Austria,399,0.3333333333333333
2241,"400,000",56,0.4144144144144144
2242,Marshal Adolphe Niel,586,0.16891891891891891
2243,the Franco-Austrian War,285,0.6846846846846847
2244,the Garde Mobile,910,0.8896396396396397
2245,"Romania, Poland, Lithuania, Latvia, Estonia, and Finland",344,0.5456790123456791
2246,Stalin,1105,0.9703703703703703
2247,Soviet,1078,0.7333333333333333
2248,Finland,775,0.6246913580246913
2249,"Estonia, Latvia, Lithuania, and parts of Romania",881,0.37530864197530867
2250,Madonna,916,0.6220735785953178
2251,Time magazine,966,0.04013377926421405
2252,Howard Kramer,318,0.22240802675585283
2253,Aretha Franklin,1125,0.8377926421404682
2254,"Madonna,",916,0.04013377926421405
2255,the jacquerie,744,0.35497237569060774
2256,Florence,831,0.06077348066298342
2257,the Peasants' Revolt,769,0.48342541436464087
2258,1347,32,0.5911602209944752
2259,35,170,0.13812154696132597
2260,"Saving Private Ryan, Catch Me If You Can, The Terminal, and Bridge of Spies",901,0.5378151260504201
2261,"Jaws, Close Encounters of the Third Kind, and Always",207,0.8487394957983193
2262,a headteacher,336,0.1865546218487395
2263,Minority Report and War of the Worlds,1030,0.8033613445378152
2264,"Tiny Toons, Animaniacs, and SeaQuest DSV",789,0.9495798319327731
2265,chronic inflammatory condition of the intestine,366,0.5413533834586466
2266,right hand,270,0.046992481203007516
2267,left ventricular aneurysm,61,0.8383458646616542
2268,cabinet meeting,187,0.19360902255639098
2269,bowel obstruction,448,0.6860902255639098
2270,Germany,364,0.9563492063492064
2271,examination of entrails,152,0.0701058201058201
2272,public haruspices,805,0.17195767195767195
2273,diviners,764,0.8042328042328042
2274,Etruscan,366,0.8888888888888888
2275,Constantinople,5,0.6986486486486486
2276,lands around the Mediterranean basin,50,0.5662162162162162
2277,into the late nineteenth century,307,0.004054054054054054
2278,liver,210,0.17432432432432432
2279,military setbacks against European powers,226,0.5094594594594595
2280,"to protect its ""crime-free"" reputation",881,0.46448863636363635
2281,negligent,1032,0.0
2282,not one,484,0.7414772727272727
2283,"as much as $780,000 to one plaintiff",1213,0.3963068181818182
2284,abuse allegations,33,0.8920454545454546
2285,vote in the Senate,481,0.0038797284190106693
2286,traditional cults,1177,0.28419010669253153
2287,traditional,147,0.11639185257032007
2288,divinely approved,65,0.9030067895247332
2289,father of his country,264,0.031037827352085354
2290,Himachal Pradesh High Court and a system of lower courts.,464,0.10133843212237094
2291,The Governor,667,0.6539196940726577
2292,"5 years, unless the Assembly is dissolved prior to the completion of the term",1131,0.248565965583174
2293,elected members and special office bearers such as the Speaker and the Deputy Speaker who are elected by the members,214,0.4875717017208413
2294,the Speaker or the Deputy Speaker in the Speaker's absence,371,0.9216061185468452
2295,'asphalt,320,0.7533333333333333
2296,mixture,61,0.8766666666666667
2297,Bitumen,1086,0.4116666666666667
2298,asphaltum,204,0.5316666666666666
2299,tarmac,123,0.25333333333333335
2300,Peirce,48,0.5691428571428572
2301,indirect perception,1328,0.8262857142857143
2302,in artificial intelligence and cognitive science research,1211,0.9588571428571429
2303,"unique individuality or ""thisness""",880,0.053714285714285714
2304,1903,41,0.3462857142857143
2305,1863,91,0.6915520628683693
2306,1871,846,0.13163064833005894
2307,The Sheffield FA,1203,0.3968565815324165
2308,eleven,888,0.9508840864440079
2309,Freemasons' Tavern,154,0.6149312377210217
2310,second largest,579,0.7323943661971831
2311,India,249,0.8745198463508322
2312,88%,215,0.6811779769526248
2313,95%,1090,0.14212548015364918
2314,10.6 million hectares,92,0.4379001280409731
2315,thick cell wall containing many layers of peptidoglycan and teichoic acids,33,0.6572827417380661
2316,differences in antibiotic susceptibility,757,0.08200734394124846
2317,"enzyme lysozyme, found in human tears",1235,0.758873929008568
2318,polysaccharides and lipid A,370,0.8616891064871481
2319,Lipopolysaccharides,309,0.29008567931456547
2320,inclusionist policies,106,0.6596491228070176
2321,Roman religious law,322,0.08771929824561403
2322,Autonomy and concord,440,0.0
2323,Romanised,936,0.18947368421052632
2324,centralised legal requirement,1144,0.35789473684210527
2325,115 days,1142,0.26352201257861635
2326,"1,983 hours",1345,0.1830188679245283
2327,a humid subtropical climate,12,0.2842767295597484
2328,Chongqing and Wuhan,304,0.2691823899371069
2329,the East Asian monsoon,83,0.7666666666666667
2330,Francis Hirst,785,0.017341040462427744
2331,Corn Law,235,0.1907514450867052
2332,Ireland and America,106,0.6358381502890174
2333,Liberal,17,0.9653179190751445
2334,Milton,599,0.2138728323699422
2335,office of vizier,785,0.10695187165775401
2336,Hamadãn,487,0.6256684491978609
2337,thirty,225,0.13368983957219252
2338,Tehran,64,0.8877005347593583
2339,Rey,33,0.5098039215686274
2340,"Approximately 66,000",0,0.08254716981132075
2341,Great Falls,414,0.39858490566037735
2342,1887,193,0.6344339622641509
2343,1851,171,0.5165094339622641
2344,63%,1101,0.5613207547169812
2345,keyboard technique,692,0.6856677524429967
2346,publishing his works and teaching piano to affluent students,1244,0.21661237785016288
2347,Robert Schumann,102,0.6026058631921825
2348,1831,14,0.6856677524429967
2349,intimate keyboard technique,683,0.12866449511400652
2350,a non-Chinese polity,846,0.8208955223880597
2351,1271 to 1368,231,0.16791044776119404
2352,the line of Mongol rulers in China,444,0.5373134328358209
2353,A Mongol dynasty of China,189,0.3694029850746269
2354,Rossabi,1168,0.9291044776119403
2355,wood,799,0.012131715771230503
2356,9th,855,0.6256499133448874
2357,11th and 12th,329,0.7972270363951474
2358,the eldest son,570,0.23743500866551126
2359,Knights,1315,0.43500866551126516
2360,frequently being bred in captivity and released into the wild.,655,0.3852327447833066
2361,guinea fowl and squabs (young pigeons),472,0.6902086677367576
2362,"many languages do not distinguish between ""poultry"" and ""fowl",1155,0.9646869983948636
2363,"peafowl, guinea fowl, mute swan, turkey, various types of geese, the muscovy duck, other ducks and all types of chickens including bantams",857,0.8394863563402889
2364,R. D. Crawford,515,0.5056179775280899
2365,a local farmer in 1929,805,0.5804511278195489
2366,the Zhou,169,0.30526315789473685
2367,the Jin dynasty (265–420),339,0.07819548872180451
2368,a cuckoo,481,0.7714285714285715
2369,Sichuan in subsequent periods in Chinese history up to the present day.,1377,0.1548872180451128
2370,Hindu,486,0.8984263233190272
2371,the Indian National Congress and the Muslim League,238,0.3905579399141631
2372,Clement Attlee,90,0.776824034334764
2373,Pakistan,1112,0.13733905579399142
2374,1948,1347,0.759656652360515
2375,metallic salts,399,0.6061246040126715
2376,transparency,64,0.47624076029567053
2377,thermal insulating material,1100,0.26399155227032733
2378,organic polymer plastic,1178,0.004223864836325237
2379,optical fibers,310,0.44139387539598735
2380,Lifan Yuan,325,0.21232876712328766
2381,military generals,999,0.2899543378995434
2382,Qianlong,760,0.773972602739726
2383,Xinjiang,398,0.341324200913242
2384,mid-18th century,7,0.1815068493150685
2385,President Dwight D. Eisenhower,185,0.02511415525114155
2386,Sacagawea,928,0.9463470319634704
2387,1794,109,0.2557077625570776
2388,19th,289,0.7226027397260274
2389,Susan B. Anthony dollar,307,0.4794520547945205
2390,augur,92,0.4044526901669759
2391,Romulus,306,0.7012987012987013
2392,Henry VIII,140,0.7829313543599258
2393,Sir Thomas More and Cardinal John Fisher,332,0.10760667903525047
2394,1612,1234,0.4805194805194805
2395,European Reformation,29,0.012875536480686695
2396,Edward VI,452,0.19527896995708155
2397,sacred precinct,36,0.1298283261802575
2398,sacred space,155,0.4238197424892704
2399,divine will,656,0.25858369098712447
2400,19 state rooms,339,0.32364729458917835
2401,78,414,0.4749498997995992
2402,the Music Room,596,0.9869739478957916
2403,52,355,0.37675350701402804
2404,55 yards,848,0.12124248496993988
2405,Second Front Reformers,1404,0.7572347266881029
2406,Magisterial Protestants and Roman Catholics,701,0.0
2407,their persecutors,73,0.5353697749196141
2408,baptism of infants,297,0.6929260450160771
2409,one who baptizes again,30,0.4983922829581994
2410,1963,729,0.1520979020979021
2411,1960,720,0.8496503496503497
2412,1914,117,0.20804195804195805
2413,1878,77,0.3006993006993007
2414,"25,000",849,0.34615384615384615
2415,Karla Peterson,586,0.9034381858083395
2416,the national anthem,850,0.024140453547915143
2417,Ken Tucker,46,0.5537673738112655
2418,Lincoln Memorial,877,0.2260424286759327
2419,Entertainment Weekly,60,0.27066569129480617
2420,VCR,496,0.663235294117647
2421,nickel,1243,0.38382352941176473
2422,copper,1316,0.19852941176470587
2423,bent the contact pins slightly,816,0.40147058823529413
2424,zero insertion force,397,0.7558823529411764
2425,Armenia,419,0.06976744186046512
2426,Pravoslav faith,1219,0.0049833887043189366
2427,301 AD,428,0.46179401993355484
2428,337 AD,452,0.20431893687707642
2429,Scythia,291,0.014950166112956811
2430,The Treaty of Guadalupe Hidalgo,0,0.8780918727915195
2431,1848,55,0.4098939929328622
2432,three months,1362,0.5777385159010601
2433,Texas,246,0.6908127208480566
2434,General Price,802,0.00530035335689046
2435,634,208,0.4142857142857143
2436,Uthman ibn Affan,935,0.30952380952380953
2437,Zayd ibn Thabit,286,0.36507936507936506
2438,Abu Bakr,195,0.24126984126984127
2439,Hafsa bint Umar,834,0.6666666666666666
2440,President's Committee on Civil Rights,160,0.1837638376383764
2441,the state of race relations,940,0.15867158671586715
2442,Sergeant Isaac Woodard incident,14,0.8044280442804428
2443,1947,441,0.4273062730627306
2444,Lyndon B. Johnson,1643,0.06789667896678966
2445,British,402,0.4562289562289562
2446,Yaqub Beg,335,0.6026936026936027
2447,khan,109,0.6531986531986532
2448,early 20th century,890,0.06565656565656566
2449,1906 Anglo-Chinese Convention,1077,0.4562289562289562
2450,Jean Paul Vuillemin,786,0.6101295641931684
2451,against life,727,0.1154299175500589
2452,over 2000 years ago,198,0.5300353356890459
2453,mold and plant materials and extracts,318,0.43462897526501765
2454,medicinal folklore,81,0.1354534746760895
2455,the Revolutionary and Napoleonic Wars,275,0.3197278911564626
2456,1783,62,0.22108843537414966
2457,1851,844,0.39285714285714285
2458,American War of Independence,77,0.3401360544217687
2459,British Peace,544,0.6462585034013606
2460,Cougar Fight Song,377,0.2450532724505327
2461,many of its players serve on full-time missions for two years,404,0.4642313546423135
2462,21,8,0.1400304414003044
2463,honor code,1017,0.9025875190258752
2464,Sunday,973,0.943683409436834
2465,Blizzard of Ozz,769,0.3603082851637765
2466,"Metallica, Anthrax, Megadeth and Slayer",1142,0.06165703275529865
2467,Bon Scott,137,0.2813102119460501
2468,Ronnie James Dio,581,0.16570327552986513
2469,John Bonham,178,0.3603082851637765
2470,2002,79,0.1229404309252218
2471,EPA Victoria and several local councils,1660,0.8948035487959443
2472,largest,376,0.029150823827629912
2473,City of Glen Eira,278,0.41951837769328265
2474,2020,140,0.16856780735107732
2475,"the Royal Family, public figures and prison inmates",784,0.19669117647058823
2476,illegal payments allegedly made to public officials,551,0.5330882352941176
2477,conspiring to commit misconduct in a public office,117,0.13419117647058823
2478,failing to reach verdicts on the outstanding charges,1736,0.25919117647058826
2479,Richard Marks,1272,0.06801470588235294
2480,congregation elders,37,0.5
2481,keeps the congregation free from immoral influence,825,0.15234375
2482,Disfellowshipping,320,0.0
2483,a judicial committee,220,0.390625
2484,wicked,1242,0.958984375
2485,Van Ness Avenue,708,0.7596330275229358
2486,Marina district,1515,0.3522935779816514
2487,San Francisco International Airport,1560,0.16788990825688074
2488,Andrew Michael,1037,0.43761467889908257
2489,a warehouse,250,0.6330275229357798
2490,Armenian and Middle Eastern folk instruments (often electrified/amplified) and some western instruments,331,0.4936530324400564
2491,"the traditional ""kef"" style",711,0.2538787023977433
2492,System of a Down,1701,0.43723554301833567
2493,pop music combined with Armenian folk music,1254,0.3342736248236953
2494,French-Armenian,1440,0.7954866008462623
2495,General Villagran,2104,0.6870629370629371
2496,Coahuila and Durango,57,0.41083916083916083
2497,President Juárez,544,0.8846153846153846
2498,Chihuahua,154,0.7255244755244755
2499,General Villagran,875,0.18706293706293706
