qid,query,type
1632,What was the name of the attack the Japanese had planned against San Diego?,Span
1633,What were the Japanese originally going to drop on San Diego from their kamikaze planes?,Span
1634,How many civilians were the Japanese hoping to kill during their planned attack on San Diego?,Span
1635,What percent of its stake in Woodside Petroleum did Shell sell in June 2014?,Span
1636,What percentage of shareholders voted to approve the 2014 buy-back?,Span
1637,What percentage of shareholder votes was need to approve the 2014 buy-back?,Span
1638,Shell became a major shareholder in Woodside after a takeover attempt was blocked in what year?,Span
1639,Who blocked the takeover attempt?,Span
1640,Where is the North Carolina State Fair?,Span
1641,What is the Lincoln Theater downtown?,Span
1642,Where are major touring acts hosted in the city?,Span
1643,What event plaza is in Cary?,Span
1644,What is the Red Hat Amphitheater also called?,Span
1645,What's on the other side of the East River from the Bronx?,Span
1646,"According to Vaisesika philosophy, how many substances comprise reality?",Span
1647,What form are atoms in Vaisesika?,Span
1648,What's on the other side of the Harlem River from the Bronx?,Span
1649,What's on the other side of the Hudson from the Bronx?,Span
1650,Of what does Vaisesika philosophy say the things are made ?,Span
1651,What state is Alpine in?,Span
1652,What county is Tenafly in?,Span
1653,What are the substances of Vaisesika reality?,Span
1654,According to Vaisesika what is divisible into atoms?,Span
1655,In what year did Crown holdings create a can with a removable lid for beer?,Span
1656,What company first created the full aperture can for beer?,Span
1657,What percentage of beer was sold in cans in Sweden in 2001?,Span
1658,What is it called when light damages beer that is not in a can?,Span
1659,What were cans originally believed to maintain in beer?,Span
1660,What are the two main components of cardiovascular disease?,Span
1661,What percentage of Portuguese people die less often from cancer than in the Eur-A?,Span
1662,What is the biggest killer in Portugal?,Span
1663,What do most Portuguese people die from?,Span
1664,Who is cancer more common among in Portugal?,Span
1665,What is one type of MCU bridge?,Span
1666,Where can an MCU be embedded?,Span
1667,In what way can an MCU be characterized?,Span
1668,What feature enables an MCU to allow for multiple parties to be seen on screen at the same time?,Span
1669,What enables videoconferencing to connect three or more remote points?,Span
1670,What is the name of the district nearing the harbor of the city?,Span
1671,"What is the name of the neighborhood in New Haven that rests between the Mill and Quinnipiac rivers, and is comprised primarily of an immigrant community?",Span
1672,"Though the Green is the popular center of the city, there is another district, what's the name?",Span
1673,What is the historic water-front neighborhood located in the southern area of New Haven?,Span
1674,"Between two of it's rivers lies a district with a heavy immigrant population, the name is?",Span
1675,The Great Smokey Mountains and the Black Moutains are subranges of what mountains?,Span
1676,What is the name of the largest Hindu temple in Europe?,Span
1677,Which eastern boroughs host large Muslim populations?,Span
1678,What mountains are the highest in the eastern United States?,Span
1679,What is the name of the highest point east of the Mississippi river?,Span
1680,How high is Mt. Mitchell?,Span
1681,Where is the East London Mosque located?,Span
1682,How many Hindu temples exist in London?,Span
1683,The weatern part of North Carolina is part of what mountain range?,Span
1684,Where is London's Sikh population primarily located?,Span
1685,What types of church were the Benedictines known for?,Span
1686,What is one type of Benedictine order that was common in France?,Span
1687,Which periods saw a quick growth in Monasticism? ,Span
1688,Who were bishops appointed by?,Span
1689,What church was widespread across Europe at this time?,Span
1690,How do receive information from the physical world?,Span
1691,What is the nature of the fundamental character of reality?,Span
1692,"According to the author, who would have particular trouble in accepting that reality is fundamentally mental?",Span
1693,What type of consciousness is similar but not identical to consciousness itself?,Span
1694,What is the main thing that we experience?,Span
1695,What was ClarisWorks renamed beginning with version 5.0?,Span
1696,Which series of applications was Claris responsible for inventing?,Span
1697,When was ClarisWorks reincorporated back into Apple?,Span
1698,What did Claris rename the Informix Wingz spreadsheet program?,Span
1699,"In 1987, what did Apple spin off its software business as?",Span
1700,What was the American plan to end conflict with Israel?,Span
1701,Who pressured Nasser to accept the Rogers Plan?,Span
1702,What did Nasser move to the canal zone?,Span
1703,What did Nasser want to use the agreement to do?,Span
1704,How did Nasser equate peace with Israel?,Span
1705,In what century was the building occupied by Ye Olde Fighting Cocks built?,Span
1706,When was a pub documented as existing on the current site of the Nags Head?,Span
1707,When does Ye Olde Trip to Jerusalem claim to have been founded?,Span
1708,In what month of 1940 did bombs destroy the factory that made Mitchell's seaplanes?,Span
1709,Who designed the Supermarine Spitfire?,Span
1710,Which forces did Southampton supply after D-Day that made it a target for many Luftwaffe air raids?,Span
1711,What type of myth did Rome not have?,Span
1712,What color is the plaque that marks the Spitfire designer's house?,Span
1713,What was basic facet of Roman religious experience?,Span
1714,What did the Romans do for those deities that favored Rome? ,Span
1715,What did Rome make the myriad various cults?,Span
1716,To the Romans who ruled all aspects of heaven and earth?,Span
1717,Who did Victoria reappoint to the position after the Bedchamber Crisis? ,Span
1718,What year did Melbourne resign?,Span
1719,Why did the Radicals and Tories oppose the bill about the constitution of Jamaica?,Span
1720,Which party was Sir Robert Peel a part of?,Span
1721,Who returned to office after Peel resigned?,Span
1722,What area of Southampton did Mitchell hail from?,Span
1723,What pub holds the Guinness World Record as the oldest in England?,Span
1724,Where is Ye Olde Trip to Jerusalem located?,Span
1725,Why did Greg Dyke of London Weekend Television meet with representatives of the biggest five English football clubs in 1990?,Span
1726,"In which country did the managing director meet with the representatives of the ""big five"" football clubs?",Span
1727,Did the five clubs think this was a good idea?,Span
1728,Which Arsenal representative held talks with the Football Association about getting their backing for the new league?,Span
1729,Why did Dyke only want the larger clubs featured on national television?,Span
1730,What are the main types of public transportation?,Span
1731,How many stations are there in total in the Nanjing metro system?,Span
1732,How many total games does each club in the Premier League play per season?,Span
1733,How many games does each club play each season?,Span
1734,How many bus routes are there in Nanjing?,Span
1735,How many times does each club play every other club?,Span
1736,How many points does each club receive for each win?,Span
1737,When does Nanjing expect to finish it's light rail line?,Span
1738,How many companies are involved with the network of buses?,Span
1739,When does the Premier League have its playing season?,Span
1740,Who was ruler of Egypt in the 1820s?,Span
1741,How high had cotton revenues risen by the time of the American Civil War?,Span
1742,How many bales of cotton were produced by Egypt by 1903?,Span
1743,What French businessman convinced the ruler of Egypt to grow cotton for the French market?,Span
1744,When did cotton begin to be commercially grown in Egypt?,Span
1745,Which type mandolin had a tendency not to stay in the player's lap?,Span
1746,Why is it said that the Italian style can't hold their own session? ,Span
1747,Which mandolin was preferred for formal performances and recordings? ,Span
1748,What was the Irish style mandolin reminiscent of?,Span
1749,What types of instruments do irish player prefer?,Span
1750,Who is the current Chief of the Charleston Police Department?,Span
1751,What is the largest police department of South Carolina?,Span
1752,What year did Reuben Greenberg retire as Chief of Charleston Police Department?,Span
1753,How many reserve police officers do the Charleston Police Department have?,Span
1754,How many civilians serve on the Charleston Police Department?,Span
1755,What country did Britain convince to attack Egypt?,Span
1756,When was the Suez Canal nationalized?,Span
1757,Who decided to sell US reserves of the British pound to cause the pound to collapse?,Span
1758,Who became British Prime Minister after Winston Churchill?,Span
1759,Which country did Eden conspire with to cause an attack on Egypt?,Span
1760,"In general, how much beer can a microbrewery make and still be classified as a microbrewery?",Span
1761,What city is home to the oldest known brewery in the world that is still active?,Span
1762,What is a brewery called that makes a small amount of beer?,Span
1763,What year was The Benedictine Weihenstephan Brewery first licensed as a brewery?,Span
1764,What would you call a microbrewery that also has a restaurant or a pub?,Span
1765,Which bands are used by the Galileo system for their public service?,Span
1766,Which frequency bands are most likely to cause issues of inter-system interference with the Galileo system?,Span
1767,"According to International Telecommunication Union (ITU) policies, who is given higher priority to a specific frequency band?",Span
1768,What are the four bands of frequencies used by the COMPASS system called?,Span
1769,How many frequencies does the COMPASS system use?,Span
1770,the white house's youtube channel was the what number ranked news channel on youtube in 2012?,Span
1771,What was the purpose of Iman Crosson's video?,Span
1772,In 2013 who did the healthcare exchange commission to impersonate Obama and post it to youtube?,Span
1773,How has youtube helped the government?,Span
1774,What was deemed necessary by the white house when creating youtube content?,Span
1775,"In the 1800 election, why did Thomas Jefferson get the second vote?",Span
1776,Which candidate won the unanimous vote for vice presidency?,Span
1777,What is different in comparison between the 1800 electoral system and the system in place in 2004?,Span
1778,What gets diffused or actively pumped through an insect's respiratory system?,Span
1779,"Who received a certified ballot from the Electoral College, despite his name being spelled incorrectly on the ballot?",Span
1780,"Insect's respiratory system contains sacs, and what else?",Span
1781,What gets delivered to tissues in an insect's respiratory system?,Span
1782,Which system inside an insect's respiratory system does not carry oxygen?,Span
1783,Respiration for insects happens without what?,Span
1784,Had there ever been a time where an elector voted for the same candidate to be both president and vice president?,Span
1785,In modern day what is still influenced by the  five tribes?,Span
1786,What is now the daily uniform worn by members of the CAF?,Span
1787,What can be worn in cold winter weather?,Span
1788,What is only worn for very specific occasions?,Span
1789,how many tribes are credited with the creation of the modern day germans?,Span
1790,Who united the 5 tribes?,Span
1791,What century did King Charlemagne reign? ,Span
1792,What five tribes are attributed with coalescing into a German ethnicity?,Span
1793,What is suitable for CAF members to wear on any occasion?,Span
1794,What other parts are there to a uniform?,Span
1795,Which actor portrayed Franz Oberhauser?,Span
1796,In which Bond story did the name Oberhauser first appear?,Span
1797,Who were the writers of Spectre?,Span
1798,What actor portrayed Franz Oberhauser?,Span
1799,Which group in previous Bond films was changed to be a part of Spectre instead of its own entity?,Span
1800,Britian faught side by side with what country  in the second Opium war?,Span
1801,when did the first Opium war start?,Span
1802,in 1838 what was the sentence for smuggling opium in to China?,Span
1803,what was the title of the person people were sent to if they were  caught smuggling Opium in to China?,Span
1804,in 1838 about how many tone of  Opium was smuggled in to China per year?,Span
1805,What is another name for Ibn Tufail?,Span
1806,Who was the main chracter of Philosophus Autodidactus?,Span
1807,What Arabic book is Ibn Tufail noted for writing?,Span
1808,What person wrote The Incoherence of the Philosophers?,Span
1809,Who wrote Theologus Autodidactus?,Span
1810,How fast was the processor on the new Macintosh llfx?,Span
1811,What was the starting price of the Macintosh llfx when it was unveiled?,Span
1812,"What was the first Mac to be ""32-bit clean""?",Span
1813,What Macintosh first included an on-board MMU?,Span
1814,How many Apple II CPUS's did the new Macintosh llfx include?,Span
1815,Where is the the Umayyad Mosque located?,Span
1816,What was the significance of Damascus during this time period?,Span
1817,What is the largest section of mosaic still present in the Umayyad Mosque?,Span
1818,Where is the most important Islamic mosaic work?,Span
1819,What happened in 1893 that destroyed most of the mosaics in the mosque?,Span
1820,Who popularized the mandolin in Western Swing Music?,Span
1821,Who are othe rwell know players? ,Span
1822,Who was well known for important works of traditional blugrass?,Span
1823,What is Jethro Burns commonly known for?,Span
1824,What type of music did Jethro Burns play? ,Span
1825,What company sold Yellow Dog Linux before Fixstars Solutions?,Span
1826,What company bought RapidMind in 2009?,Span
1827,What operating system does Fixstars Solutions offer for the PlayStation 3?,Span
1828,How many PlayStation 3 consoles was Dr. Frank Mueller able to cluster together?,Span
1829,Who is buying PS3 clusters instead of supercomputers in order to save some money?,Span
1830,Who organized Paul Vi's visit to Manila?,Span
1831,In what country was an assignation attempt made on the life of Paul VI?,Span
1832,What was Paul Vi's nickname during his papacy?,Span
1833,"What is the Chinese, Japanese, and Korean translations for Neptune? ",Span
1834,What was the Biblical sea monster that Neptune is named in Hebrew? ,Span
1835,What is the Mongolian name for Neptune? ,Span
1836,What god was Neptune? ,Span
1837,In what year did Paul VI journey to the Holy Land?,Span
1838,How many continents did Paul Vi visit as pope?,Span
1839,What did the Greeks call Neptune? ,Span
1840,What did the rules of sec require?,Span
1841,How long does a typical incandescent light bulb last?,Span
1842,Who wrote Muhayyelât?,Span
1843,Prose in the Ottoman empire did not develop to a higher level until which century?,Span
1844,Which is more efficient: compact fluorescent or LED lights?,Span
1845,What rules did Ottoman prose have to follow?,Span
1846,What happens to the energy that an incandescent bulb does not convert into light?,Span
1847,Are incandescent bulbs more or less efficient than most electric lighting?,Span
1848,What percentage of energy does a standard light bulb actually convert to visible light?,Span
1849,When was Muhayyelât written?,Span
1850,What is the view held at the Vatican regarding how Mary was actually given life into the world ?,Span
1851,Is the view of the impregnation of Mary's pregnancy the same as the one held for the birth of her first child ?,Span
1852,When did these contradictory views start to emerge ?,Span
1853,When were contradictory views to  the belief of Mary's parentage struck down ?,Span
1854,Who were the parents of Mary believed to be ?,Span
1855,How many performers are in the Tucson Folk Festival?,Span
1856,On what date did Japan surrender?,Span
1857,How much does the Tucson Folk Festival cost to get in?,Span
1858,Who runs the Tucson Folk Festival?,Span
1859,What events ended the war with Japan?,Span
1860,Where is the Tucson Folk Festival held?,Span
1861,What changed in the ruling of Japan after the war?,Span
1862,What was the process called whereby the leader of Japan stepped down?,Span
1863,When is the Tucson Folk Festival held?,Span
1864,What cities were destroyed by atom bombs?,Span
1865,"What design style does Romanesque architecture in Germany, Poland, and Austria normally follow?",Span
1866,What is the distinguishing design element in German Gothic cathedrals?,Span
1867,What does the eastern end of German Romanesque cathedrals typically emulate?,Span
1868,What are hall churches in German cathedrals known as?,Span
1869,"In Germany, Poland and Austria Romanesque architecture is defined by its massive size and what other design element?",Span
1870,What theory did Brahmagupta suggest in 628 AD?,Span
1871,What did Brahmagupta use the number zero for?,Span
1872,What were the trigonometric functions that Aryabhata discovered?,Span
1873,When did Aryabhata live?,Span
1874,What language did the work of Brahmagupta and Aryabhata have to be translated from?,Span
1875,Who first patented a method to produce high-brightness blue LEDs?,Span
1876,Who first invented a method to produce high-brightness blue LEDs?,Span
1877,What technology was made possible by high-power blue light sources?,Span
1878,What is one modern gadget that benefits from high-power blue LED lighting?,Span
1879,In what decade were breakthroughs made that brought in the modern era of GaN-based optoelectronic devices?,Span
1880,Where is the mined bitumen taken for refining?,Span
1881,How many barrels of crude were upgraders making per day by 2015?,Span
1882,Who invented the process for removing bitumen from sands?,Span
1883,Un what decade did Clark develop the hot water removal process?,Span
1884,What is synthetic crude oil usually called?,Span
1885,Which of the Gospels most agrees with Athanasius?,Span
1886,Where was this Gospel said?,Span
1887,When are different Gospels said?,Span
1888,Why is the Gospel of John said at the end of Catholic Mass?,Span
1889,What does this Gospel show that Athanasius also believed?,Span
1890,Where was the location of the Battle of Gravelotte? ,Span
1891,On which date was the Battle of Gravelotte?,Span
1892,Who commanded the French Army of the Rhine?,Span
1893,Which battle was considered the biggest in the war?,Span
1894,Under which Field Marshall were the combined German forces commanded?,Span
1895,What was the name of the Empire that the country is now named after?,Span
1896,In the latter part of the 19th century what country took control of Mali?,Span
1897,What year did Mali gain independence as the Mali Federation?,Span
1898,Mali was once part of how many West African empires?,Span
1899,"Along with a new constitution, Mali became what type of state in 1991?",Span
1900,What was attempted to be amended in 2009 to support new ways to prevent copyright infringement?,Span
1901,How is this law characterized in the U.S.?,Span
1902,What is it called when intermediaries cannot be given an order by governments to monitor what happens on their services?,Span
1903,What law enacted in the U.S. in 1998 gave online intermediaries limited statutory immunity?,Span
1904,"In the E.U., what are the governing principles for ISP's?",Span
1905,What is the name given to the Annunciation in the 1662 Book of Common Prayer?,Span
1906,On what date is the Presentation of Christ in the Temple celebrated by Anglicans?,Span
1907,On what day was the Annunciation tradtionally celebrated in England until the 18th century?,Span
1908,What is another name for the feast of the Presentation of Christ in the Temple in the Anglican Communion?,Span
1909,On what date do most Anglicans celebrate the Visitation of the Blessed Virgin?,Span
1910,When were the terms mulatto and free people of color taken off the census?,Span
1911,What replaced written records for black families?,Span
1912,What has helped geneologists researching slaves?,Span
1913,Who caused the Census Burea to drop the terms free people of color and mulatto?,Span
1914,What were slaves usually not allowed to do?,Span
1915,Which positions from the Canadian Supreme Court may also give assent if need be?,Span
1916,Who has the capability of granting assent if the Governer General of Canada cannot?,Span
1917,How can the House of Commons be notified of assent if it is not in session?,Span
1918,How many methods are available to grant assent in Canada?,Span
1919,"In contrast to the House of Commons, how must the Senate be notified of assent?",Span
1920,What language was a source for English loanwords that are still used today?,Span
1921,Are quails used for any purpose other than human consumption ?,Span
1922,What caused a marked sownturn in the production of quail eggs following the industry boom?,Span
1923,Why did the Japanses begin to breed quails in teh 20th century?,Span
1924,When did the quail egg business begin to really become an economic driven industry?,Span
1925,What was Cnut's nationality?,Span
1926,During what century did Cnut rule?,Span
1927,How many eggs can be laid by the present day decendants of the Japanese quail?,Span
1928,During what century did Scandinavians begin to settle in England?,Span
1929,"Along with eastern England, what part of England contains many place names of Scandinavian origin?",Span
1930,Where is the Uwharrie national Forest located?,Span
1931,Where is the Guilford Courthouse National Military Park?,Span
1932,Howmany state parks are in North Carolina?,Span
1933,Where is Croatan National Forest located?,Span
1934,How many national parks are in North Carolina?,Span
1935,"What is it called when a mixed race person in recorded as negro in this census, even if only a fraction of their ancestry is black?",Span
1936,How were people with both black and American Indian ancestry recorded in this census? ,Span
1937,Which parent was the deciding factor for how interracial persons were recorded in this census? ,Span
1938,What word was dropped as a racial classification in this year's census?,Span
1939,What were people that had black and white ancestor classified as in this census? ,Span
1940,When did the dominant religion of Myanmar become something outside of the mainstream ? ,Span
1941,The Plan de Guadalupe refused to recognize who as the president?,Span
1942,Who issued the Plan de Guadalupe?,Span
1943,What were the names of some of the early cultures located in Myanmar?,Span
1944,What caused the downfall of the downfall of the the original kingdom in Myanmar?,Span
1945,Who returned to Mexico to fight Huerta?,Span
1946,Which city was the rebellion's capital for most of the struggle?,Span
1947,When did was Myanmar ruled by the Taungoo Dynasty ?,Span
1948,Carranza threatened war with what country in order to maintain credibility nationally?,Span
1949,Whose rule  was Myanmar under when it was one of the most massive kingdoms in Southeast Asia ?,Span
1950,What are the notable houses in Jaipur made from?,Span
1951,What type of temples stretch from the north to the south of Rajasthan?,Span
1952,Jaipur is also known as what city?,Span
1953,Who built the famous decorated havelis in Rajasthan?,Span
1954,Which Pali District temple is dedicated to Lord Adinath?,Span
1955,What civilizations formed in Iran during 3200-2800 BC?,Span
1956,Who ended the Archaemenid Empire by conquest in 330 BC?,Span
1957,When did the Iranian Medes first unify an empire in the area?,Span
1958,Who found the Archaemenid Empire in 550 BC?,Span
1959,When did the Archaemenid Empire collapse?,Span
1960,What year was ground-based air defence taken from RAF?,Span
1961,Who provided part of the air defence of the British Isles in WWI,Span
1962,What was disbanded in 1955?,Span
1963,Who protected airfields in WWII?,Span
1964,The United States Air Force helped protect the UK during what 'war'?,Span
1965,South Africa's Medicines Act allowed for the generic production of what kind of drugs?,Span
1966,Who brought litigation to South Africa?,Span
1967,How many companies sued South Africa for its Medicines Act?,Span
1968,Who backed the South African government which caused the case to be dropped?,Span
1969,How many signatures were collected supporting public health rights?,Span
1970,Which nationalities worked together in the Battle of Umm Qasr?,Span
1971,When did the US capture Baghdad?,Span
1972,When did Bush say 'major combat operations' were complete in Iraq?,Span
1973,When was the first ground attack in the post-9/11 Iraq war?,Span
1974,What regime were Hussein loyalists part of?,Span
1975,A tableland is contained within what to southeastern districts?,Span
1976,What is the average elevation of the south-eastern region of Rajasthan?,Span
1977,How many meters high is Guru Shikhar?,Span
1978,What river runs along the badlands in the northeast of Rajasthan,Span
1979,What percentage of Rajasthan is to the northwest of the Aravalli range?,Span
1980,Which two eastern Tennessee congressional districts have the longest track record of favoring Republican candidates?,Span
1981,Since which year has Tennessee's 1st congressional district voted overwhelmingly Republican?,Span
1982,Which two Tennessee metropolitan areas have been most supportive of the Republican Party?,Span
1983,Which two Tennessee cities are most supportive of the Democratic Party?,Span
1984,Which Tennessee city has the largest African-American population?,Span
1985,What German word refers to the gospel or being Protestant?,Span
1986,Name two contributors to Reformed churches.,Span
1987,Who brought Evangelicalism to the U.S.?,Span
1988,From what language does the term evangelical originate?,Span
1989,What English word for a church began with the Puritans in England?,Span
1990,"Besides the museums, what other art offering does SAM operate?",Span
1991,When did The Seattle Art Museum open its doors?,Span
1992,"Aside from publically operated museums, what other type of person galleries does Seattle offer?",Span
1993,What was the name of the first art museum in Washington?,Span
1994,An older adult may also not report pain because they're scared they may be put on what?,Span
1995,When did the first art gallery open in Washington state?,Span
1996,Why may older adults quit doing activities the love?,Span
1997,Aging adult's ability to recognize pain may be blunted by what?,Span
1998,What does the experience of pain have throughout cultures?,Span
1999,What might an aging adult not respond to the same way as a younger person would?,Span
2000,Who sets individual degree requirements at Northwestern?,Span
2001,How many quarters are undergraduates required to complete on campus to graduate?,Span
2002,Which 4-year program comprises the majority of enrollments at Northwestern?,Span
2003,How many courses do undergrads typically take each quarter?,Span
2004,How many weeks is one academic quarter at Northwestern?,Span
2005,Where did an abortive coup occur in 1993?,Span
2006,Where did Libya manufacture mustard gas?,Span
2007,What bodies were intended to be replaced by the popular militia created in 1988?,Span
2008,Where did a Muslim insurgency take place in 1995?,Span
2009,What chemical weapon did Libya start making in 1987?,Span
2010,In what stage of its life does a tree usually grow the fastest?,Span
2011,Is wood production of a tree lessened or increased as it ages?,Span
2012,"Along with nutrients, what do trees growing in forests have to compete for?",Span
2013,"As a tree ages, do its growth rings usually get wider or narrower?",Span
2014,What part of a tree opens and spreads out more as it matures?,Span
2015,Where is the setting for To Kill a Mockingbird?,Span
2016,Who is the main character of the book?,Span
2017,What is the name of the town the story takes place in?,Span
2018,"How many children does the protagonist, Atticus Finch, have?",Span
2019,In what historical era does the book take place?,Span
2020,When did Peter Lombard die?,Span
2021,"What ancient philosopher was rediscovered, leading to a revival of philosophy?",Span
2022,Who authored the Summa Theologica?,Span
2023,What group opposed the nominalists on the subject of universals?,Span
2024,What was the name of the school of thought that combined theology and philosophy?,Span
2025,"Other than the reasons for the under representation of African Americans, what else is still up for debate?",Span
2026,What did two prominent black professors point out at the panel discussion?,Span
2027,What portion of black Harvard undergraduates came from families in which all four grandparents were born into the African American community?,Span
2028,What did the African American students at Harvard that could trace their lineage back multiple generations begin calling themselves?,Span
2029,What was going on at Harvard University during the 2003 - 04 academic year?,Span
2030,What percentage of loanwords are present in Dutch vocabulary?,Span
2031,What language does Dutch get its second highest percentage of loanwords from?,Span
2032,"Together, what percentage of Dutch loanwords comes from High and Low German?",Span
2033,"In the loanword sharing between Dutch and English, which language got the higher percentage of loanwords?",Span
2034,What language has exerted the most influence on Dutch vocabulary since the 12th century?,Span
2035,A progam inside the ROM of a PC is called what?,Span
2036,Which Head Master abolished corporal punishment by peers?,Span
2037,In what way did the business paradigm of Shell's downstream operations begin to change?,Span
2038,Downstream operations produces what percent of Shell's profits worldwide?,Span
2039,How many petrol stationsare included in Shell's downstream operations global network?,Span
2040,Downstream operations currently includes what type of business?,Span
2041,What type of memory can a CPU only read from?,Span
2042,Software stored in ROM is called what usually?,Span
2043,"Prior to the 1990s, Shell's downstream businesses were essentially considered what kind of businesses?",Span
2044,Why was a subject ordered to appear to Pop-Tanning in old trousers?,Span
2045,What type of memory is always kept and kept the same?,Span
2046,What type of memory can a CPU read and write from?,Span
2047,The birch was abolished and replaced with what?,Span
2048,Who administered caning privately in his office?,Span
2049,What was the most severe form of physical punishment at Eton referred to as?,Span
2050,"Who wrote ""The Greatest Show on Earth: The Evidence for Evolution""?",Span
2051,What does Dawkins explain must compete with each other in living begins?,Span
2052,What type of designer is natural selection?,Span
2053,What would be the most fit creature?,Span
2054,What might the relative intensities of pain resemble?,Span
2055,What practice has changed a great deal over the classical period?,Span
2056,"A symphony orchestra includes members of the string, woodwind, percussion and what other family of instruments?",Span
2057,Instrument currently used in most classical music where invented before what period?,Span
2058,What is the most widely known medium for classical music?,Span
2059,What does a symphony orchestra have that is missing from a concert band?,Span
2060,When did blacks lose the right to vote?,Span
2061,When did black regain the right to vote?,Span
2062,When was the last time two black congressmen were elected?,Span
2063,Who were Frankie Knuckles and ron hardy?,Span
2064,Who is Rachel Cain?,Span
2065,what was ron hardy's music released in?,Span
2066,what was the nickname of frankie knuckles?,Span
2067,What district were the congressmen in 1898 from?,Span
2068,marshall jefferson got involved in house music after hearing whose music?,Span
2069,What happened in 1900?,Span
2070,"If a carbohydrate is not a simple monosaccharide, what else could it be?",Span
2071,What characteristic about fatty acids requires them to be an essential component in a diet?,Span
2072,"Other than fats, what else consists of atoms of carbon, hydrogen and oxygen?",Span
2073,What do fatty acid monomers that are bound to glycerol backbones make up?,Span
2074,Which element do the amino acids that make up the core component of protein have in common?,Span
2075,What was von Hornigk's career?,Span
2076,What was the 'Treatise on the Police' called in French?,Span
2077,Who wrote the 'Treatise on the Police'?,Span
2078,Which countries' scholars developed the contemporary police concept?,Span
2079,When was the 'Treatise on the Police' published?,Span
2080,In 2009 what were the largest producers of cotton?,Span
2081,What is the combined international trade in cotton?,Span
2082,Where is Dunavant Enterprises based?,Span
2083,How do the US and Africa rank as exporters of cotton?,Span
2084,What company is the top cotton broker in Africa?,Span
2085,How many viceroys were there in China Proper?,Span
2086,What was the name of the highest ranking official in a province?,Span
2087,Who's death was a catalyst for the Civil Rights Movement?,Span
2088,What was the name of the black teenager that Tom Robinson was supposedly based on?,Span
2089,Emmett Till's death sparked which political movement in the '50s?,Span
2090,What was the name of the black man who was accused of rape in Lee's town when she was 10?,Span
2091,What purpose did Tom Robinson's trial serve in the book?,Span
2092,What were provinces broken up into?,Span
2093,What is another name for the main 18 provinces?,Span
2094,What two provinces were formed from Huguang?,Span
2095,What's the difference between an infection and a colonization?,Span
2096,What does wound colonization refer to?,Span
2097,What type of organisms exist and injure tissue in infected wounds?,Span
2098,What species colonizes the mammalian colon?,Span
2099,What are all multcellular organisms colonized to some degree by?,Span
2100,Where is DNA chromosome of bacteria located?,Span
2101,What is the purpose of polyribosomes in bacteria?,Span
2102,How does nucleoid look?,Span
2103,What are the exceptions of non-internal membrane bacteria?,Span
2104,What is genetic make of bacteria?,Span
2105,What did many asset managers decide to do to the detriment of their clients?,Span
2106,What led to bad investments by asset managers in over-priced credit assets?,Span
2107,What rationale did asset managers who continued to invest in over-priced investments to the detriment of their clients use?,Span
2108,Who is compensated based on the volume of client assets they have under management?,Span
2109,What is the incentive for asset managers to expand their assets under management?,Span
2110,Who distrusted the Duchesses capability to reign in Victoria's place until she became of age? ,Span
2111,What year did Victorias Uncle George IV die?,Span
2112,What was Victorias place in line of succession to the throne when she was born?,Span
2113,What was th elength of time between the deaths of Victoria's father and grandfather?,Span
2114,What place was Victoria in the line of succession after her birth? ,Span
2115,What year was the state capitol building of North Carolina completed?,Span
2116,What part of the state were most slave and plantation owners concentrated in?,Span
2117,What date did North Carolina ratify the constitution?,Span
2118,Where was the capitol building completed in 1840?,Span
2119,North Carolina was the twelth state to ratify what document?,Span
2120,What drink was never rationed?,Span
2121,What was Churchill's highest rating? ,Span
2122,How many people attended cricket at Lord's?,Span
2123,What were Spitfire Funds used for?,Span
2124,What percent of Briton's expected to lose the war?,Span
2125,Which historically significant communist activist was associated with the 1919 riots in which some of Popper's friends were killed?,Span
2126,Popper's critique of which doctrine has its origins in first-hand observation of communist agitation?,Span
2127,What did the Marxist rioters believe would cause more death and suffering than their own agitation?,Span
2128,Who instigated the 1919 riot that reshaped Popper's political views?,Span
2129,The 1919 riot involving Popper's comrades was part of what larger political move?,Span
2130,Who wrote on the clay tablets in Babylonian astronomy?,Span
2131,Who believes that the Hellenistic world relies on Babylonian astronomy?,Span
2132,Who was Kidinnu?,Span
2133,Where are Mesopotamian astronomical periods still used?,Span
2134,Where can Kidinnu's solar year be found in use?,Span
2135,What is the plant expression of circadian rhythm?,Span
2136,Where can an understanding of circadian rhythms of plants be an advantage?,Span
2137,In what year did Lee stop giving interviews about the book?,Span
2138,What major award did the book receive in 1961?,Span
2139,What does adaptive advantage allow for plants?,Span
2140,What do plants need to attract to their flowering?,Span
2141, With what feature of environment do plants need to be in sync?,Span
2142,Paperback of the Year award from Bestsellers magazine was awarded when?,Span
2143,How many weeks did To Kill a Mockingbird remain on the bestsellers list when it won the Pulitzer Prize?,Span
2144,Which year did To Kill a Mockingbird win the Pulitzer Prize?,Span
2145,What can insects do with each other in a variety of ways?,Span
2146,"Insects move by walking, flying, and what else?",Span
2147,Insects walk the ground in alternating what?,Span
2148,What is the term for the gait of an insect characterized by walking in alternating triangles?,Span
2149,What species of insect has the capability to walk on the surface of water?,Span
2150,When was child labour first documented in Brazil?,Span
2151,Who colonized Brazil?,Span
2152,Who were the victims of industrial accidents?,Span
2153,How did Armando Dias die?,Span
2154,When was Brazil colonized?,Span
