qid,query,type
1911,"Which film has the director died later, Excursion Train or Bad Day At Black Rock?",bridge_comparison
1912,"Which film has the director who died first, Jhinder Bondi or Pillars Of The Sky?",bridge_comparison
1913,"Who died first, Shaikh Ayaz or Horton Foote?",comparison
1914,What is the place of birth of Richard Socarides's father?,compositional
1915,"Which film has the director died earlier, I As In Icarus or Move Over, Darling?",bridge_comparison
1916,Where did the director of film Amandla!: A Revolution In Four-Part Harmony graduate from?,compositional
1917,Who is the paternal grandfather of John Manners-Sutton (1752–1826)?,inference
1918,Where was the place of burial of Adèle Hugo's father?,compositional
1919,Are Iroquois River (Saint John River Tributary) and Capousacataca River both located in the same country?,comparison
1920,"Where was the place of death of Elizabeth Fitzalan, Duchess Of Norfolk's husband?",compositional
1921,Did Alton W. Knappenberger and Heriberto Seda have the same nationality?,comparison
1922,What nationality is the director of film The Mummy And The Humming Bird?,compositional
1923,When was the founder of Thawte born?,compositional
1924,Which country John Albert Vasa's father is from?,compositional
1925,What is the place of birth of Karen Deyoung's husband?,compositional
1926,"Which film has the director who was born earlier, Pummarò or Molokai: The Story Of Father Damien?",bridge_comparison
1927,"Which film has the director died earlier, L'Arbre, Le Maire Et La Médiathèque or Sette Giorni All'Altro Mondo?",bridge_comparison
1928,"Which film has the director who is older, Bhoodana or Scanners?",bridge_comparison
1929,"Which film has the director who was born later, The Rose Of Granada or Prípad Barnabáš Kos?",bridge_comparison
1930,Where did the director of film The Obsessed Of Catule die?,compositional
1931,"Do both films, They Didn'T Know and North Of The Border (Film), have the directors who are from the same country?",bridge_comparison
1932,What is the place of birth of Suha Arafat's husband?,compositional
1933,"Who was born earlier, Matt Guthmiller or George Nevill, 1St Earl Of Abergavenny?",comparison
1934,Are Citrus Center and Lyon Building both located in the same country?,comparison
1935,Are Carnic Alps and Torre Del Gran San Pietro located in the same country?,comparison
1936,Do both films: Gammat Jammat and Ready (2011 Film) have the directors from the same country?,bridge_comparison
1937,"Which country Waleran De Beaumont, 1St Earl Of Worcester's father is from?",compositional
1938,When was Prince Frederick William Of Solms-Braunfels's wife born?,compositional
1939,"Which film has the director died later, Libertad Bajo Palabra or Taking A Chance?",bridge_comparison
1940,What is the date of death of Abdullah Qutb Shah's father?,compositional
1941,Who is the spouse of the performer of song This Time (Waylon Jennings Song)?,compositional
1942,Where was the place of burial of Henry Of Blois's father?,compositional
1943,Where was the place of death of the director of film Daybreak (1918 Film)?,compositional
1944,"Which film came out earlier, Bhuvan Shome or Plugg?",comparison
1945,"Which film has the director born later, Where Are You? I'M Here or 11 Flowers?",bridge_comparison
1946,"Which film came out first, Georgootty C/O Georgootty or Mosaico?",comparison
1947,Where was the place of death of Archibald Hamilton (1790–1815)'s father?,compositional
1948,"When did John Iii, Count Of Nassau-Saarbrücken's father die?",compositional
1949,Who is the father of the performer of song One Love (Carlene Carter Song)?,compositional
1950,"Which film came out earlier, I Am Breathing or Ulti Ganga?",comparison
1951,What is the place of birth of Atang De La Rama's husband?,compositional
1952,"Which film has the director who was born earlier, Friends, Comrades or Design For Scandal?",bridge_comparison
1953,Are Dent Du Géant and Monte Matto both located in the same country?,comparison
1954,"Who is Infanta Alicia, Duchess Of Calabria's father-in-law?",inference
1955,"Which film came out earlier, Lone Star Raiders or Clown Charly?",comparison
1956,"Who is the spouse of the performer of song Et Moi, Et Moi, Et Moi?",compositional
1957,"Which film has the director born first, In A Lonely Place or The Winning Of Sally Temple?",bridge_comparison
1958,What nationality is the director of film Close-Up (1990 Film)?,compositional
1959,"Which film has the director died later, Amma Rajinama or We Who Go The Kitchen Route?",bridge_comparison
1960,What is the place of birth of the performer of song The Autumn Waltz?,compositional
1961,"Where was the father of Prince Charles Louis, Duke Of Chartres born?",compositional
1962,Who is Edward Venables-Vernon-Harcourt's paternal grandfather?,inference
1963,Where was the husband of Lou Henry Hoover born?,compositional
1964,What is the date of birth of Aleksander Oinas's wife?,compositional
1965,"Which film came out first, Stella'S Oorlog or Sampathige Savaal?",comparison
1966,Who is the mother-in-law of Anne Gust Brown?,inference
1967,Who is Giulio Cybo's paternal grandmother?,inference
1968,Where was the place of death of the director of film Quatre-Vingt-Treize (Film)?,compositional
1969,"Who died later, Eva Slater or Fredrik Arentz Krog?",comparison
1970,Where did the director of film Out Of The Fog (1919 Film) die?,compositional
1971,What is the date of birth of Karl Eduard Zachariae Von Lingenthal's father?,compositional
1972,What is the date of death of Alexandra Hasluck's husband?,compositional
1973,Where was the place of death of Anna Komnene Doukaina's father?,compositional
1974,Are director of film Fantastic Beasts And Where To Find Them (Film) and director of film Sioux City (Film) both from the same country?,bridge_comparison
1975,Do both directors of films Harun Al Raschid (Film) and Smoky Mountain Melody share the same nationality?,bridge_comparison
1976,"Which film has the director who died later, Strange Boarders or Johnny Tiger?",bridge_comparison
1977,What is the place of birth of the creator of Miss Seventeen?,compositional
1978,"Which film has the director born first, Edgeplay: A Film About The Runaways or Tarzan'S Magic Fountain?",bridge_comparison
1979,What is the award that the performer of song Sunday Papers earned?,compositional
1980,What is the place of birth of the performer of song Are You Really Mine??,compositional
1981,"Who is the maternal grandfather of Marie Louise, Duchess Of Parma?",inference
1982,What is the place of birth of Joan Of Savoy's father?,compositional
1983,"Who died later, Bruce Edwards Ivins or Alfred Gundersen?",comparison
1984,Who is the paternal grandmother of Prince Albert Of Schleswig-Holstein-Sonderburg-Glücksburg?,inference
1985,What is the date of birth of the performer of song Près De Moi?,compositional
1986,Where was the composer of song Heart On Fire (Ruslana Song) born?,compositional
1987,Which country Adelaide Of Habsburg's husband is from?,compositional
1988,Who is the maternal grandmother of John Woodville?,inference
1989,Who is Konrad Iii The Old's paternal grandfather?,inference
1990,"Which film came out first, Stag Night Of The Dead or Winter Of Frozen Dreams?",comparison
1991,What is the place of birth of John Tzelepes Komnenos's father?,compositional
1992,Do Khalil El-Amin and Tori Anthony share the same nationality?,comparison
1993,"Which film came out earlier, The Drover'S Sweetheart or Pigsty (Film)?",comparison
1994,Where does David Flair's father work at?,compositional
1995,Do both Ek Tho Chance and Laila Majnu (1976 Film) films have the directors from the same country?,bridge_comparison
1996,Who is the paternal grandfather of Princess Catherine Of Schleswig-Holstein-Sonderburg-Beck?,inference
1997,Where did Princess Catherine Of Schleswig-Holstein-Sonderburg-Beck's father die?,compositional
1998,Where was the father of Knut Hedemann born?,compositional
1999,"Which film has the director died earlier, Hot Rod Rumble or Nagalit Ang Buwan Sa Haba Ng Gabi?",bridge_comparison
2000,"Which film has the director who is older than the other, Angélique, Marquise Des Anges or Smokey And The Bandit? ",bridge_comparison
2001,Who is Lord Henry Howard-Molyneux-Howard's mother?,inference
2002,"Which film has the director born later, Pan-Americana or Gandeevam?",bridge_comparison
2003,What is the date of death of Siemowit V Of Masovia's mother?,compositional
2004,Where did Elisabeth Magdalena Of Pomerania's husband die?,compositional
2005,Where was the place of burial of the performer of song Honky-Tonk Man?,compositional
2006,"Which film has more producers, Neruppu Da or Hostel: Part Ii?",comparison
2007,"Which film has the director died first, Our Agent Tiger or London Melody?",bridge_comparison
2008,What nationality is Muhammad I Of Khwarazm's father?,compositional
2009,What is the date of death of Patricia Thompson (Writer)'s father?,compositional
2010,"Which country Leicester Devereux, 6Th Viscount Hereford's father is from?",compositional
2011,"Where did Maria Of Aragon, Lady Of Cameros's husband die?",compositional
2012,"Who is Margaretta Foster, 1St Viscountess Ferrard's paternal grandfather?",inference
2013,"Who was born first, Tera Moody or Frank Cignetti Jr.?",comparison
2014,"Which film came out first, Invasion 1700 or Sunrise At Campobello?",comparison
2015,Where was the leader of The Coalition Of The Willing (Band) born?,compositional
2016,"Who died first, Bennett Campbell or Robert L. Thornton?",comparison
2017,Who is Jonathan Nolan's sibling-in-law?,inference
2018,Where did Saw Thanda's husband die?,compositional
2019,"Who is Theobald Ii, Count Of Champagne's mother-in-law?",inference
2020,"What nationality is Beatrice I, Countess Of Burgundy's husband?",compositional
2021,"Which song was released first, Backseat Freestyle or R U The Girl?",comparison
2022,"Which film came out first, Defendor or Njanum Ente Familiyum?",comparison
2023,"Which film has the director died later, The Yellow Mask or The Return Of The Tall Blond Man With One Black Shoe?",bridge_comparison
2024,"What is the date of death of Henry Raspe, Landgrave Of Thuringia's father?",compositional
2025,Who is Rostislav I Of Kiev's paternal grandfather?,inference
2026,"Where was the place of death of Matthew Stewart, 4Th Earl Of Lennox's father?",compositional
2027,"Who is Archibald Acheson, 4Th Earl Of Gosford's paternal grandfather?",inference
2028,Where did the composer of song Liza (All The Clouds'Ll Roll Away) die?,compositional
2029,"Who is Agnes Of Aquitaine, Queen Of Aragon And Navarre's father-in-law?",inference
2030,Who is Henry (Vii) Of Germany's paternal grandmother?,inference
2031,Where was the director of film American Ninja 2: The Confrontation born?,compositional
2032,"Which film has the director who was born first, Hell Up In Harlem or The Soviet Story?",bridge_comparison
2033,"Who lived longer, Jean-Baptiste-Denis Despré or Lucien Bonaparte Webster?",comparison
2034,When did Halldóra Eldjárn's husband die?,compositional
2035,"Who is Renaud Ii, Count Of Soissons's uncle?",inference
2036,"Who is Ailwyn Fellowes, 1St Baron Ailwyn's paternal grandfather?",inference
2037,When did Florentine Rost Van Tonningen's husband die?,compositional
2038,"When was Charles Hardinge, 2Nd Viscount Hardinge's father born?",compositional
2039,Are both directors of films Naane Ennul Illai and Smart City (Film) from the same country?,bridge_comparison
2040,"Which film has the director born first, Bordello Of Blood or The Cat In The Bag?",bridge_comparison
2041,"Which film came out first, 32 Dicembre or Jesús, Nuestro Señor?",comparison
2042,Do both films We'Re No Angels (1955 Film) and Diamonds And Pearls (Film) have the directors that share the same nationality?,bridge_comparison
2043,Which country Stratonice Of Macedon's father is from?,compositional
2044,Who is the maternal grandfather of Princess Helena Adelaide Of Schleswig-Holstein-Sonderburg-Glücksburg?,inference
2045,Who is the mother of the performer of song One Love (Carlene Carter Song)?,compositional
2046,Who is Ferdinand I Of The Two Sicilies's paternal grandmother?,inference
2047,Where does the director of film Secret Defense (1998 Film) work at?,compositional
2048,When was Duchess Marie Gabrielle In Bavaria's mother born?,compositional
2049,Where did the director of film Death Of A Nation (2018 Film) graduate from?,compositional
2050,What nationality is Clarice Orsini's husband?,compositional
2051,Which country the director of film Magic Trick (Film) is from?,compositional
2052,Where does the founder of St James Holdings work at?,compositional
2053,Where did Henry C. Lord's father graduate from?,compositional
2054,"Which film whose director is younger, A Woman In Flames or Yudhakaandam?",bridge_comparison
2055,"Which film has the director died earlier, Ghutan or Confessions Of A Window Cleaner?",bridge_comparison
2056,What is the place of birth of the performer of song Caribbean Blue?,compositional
2057,"Which film whose director is younger, The Toth Family or Harriet And The Piper?",bridge_comparison
2058,"What is the date of death of Sudeley Hanbury-Tracy, 3Rd Baron Sudeley's father?",compositional
2059,What is the place of birth of the director of film Halo 4: Forward Unto Dawn?,compositional
2060,"Who is Dietrich Ix, Count Of Mark's paternal grandfather?",inference
2061,What nationality is Sharon Marley's mother?,compositional
2062,"Where was the mother of Roger Clifford, 2Nd Baron Clifford born?",compositional
2063,"Which film whose director was born first, Get Yourself A College Girl or Jesse James At Bay?",bridge_comparison
2064,Which country Şehzade Murad's father is from?,compositional
2065,"Which film has the director who died first, The Face Of Fu Manchu or The Hidden One?",bridge_comparison
2066,"Where did Blanca Of Navarre, Queen Of Castile's husband die?",compositional
2067,"Who is the paternal grandfather of Theobald Of Bar, Seigneur De Pierrepont?",inference
2068,Who is Anna Of Nassau-Dillenburg (1541–1616)'s maternal grandmother?,inference
2069,Who is the father-in-law of Anne Of Bavaria?,inference
2070,Where did the composer of song The Queen Of Spades (Prokofiev) graduate from?,compositional
2071,"Who is Sir William Lowther, 1St Baronet, Of Marske's paternal grandfather?",inference
2072,When did Coulson Wallop's father die?,compositional
2073,Which country the founder of St James Holdings is from?,compositional
2074,Where was the place of death of the director of film The Foolish Virgin (1916 Film)?,compositional
2075,Where was the father of Varina Anne Davis born?,compositional
2076,"Who was born first, Marek Janowski or Ulf Kirsten?",comparison
2077,"Which film has the director who was born earlier, I'D Give My Life or The Birds And The Bees (Film)?",bridge_comparison
2078,"Which magazine was established first, The Western Producer or Pchelovodstvo?",comparison
2079,Who is the maternal grandfather of Princess Adelaide Of Schleswig-Holstein-Sonderburg-Glücksburg?,inference
2080,"Which film came out first, I Don Giovanni Della Costa Azzurra or Aagadu?",comparison
2081,Where did Muawwaz Ibn Amr's father die?,compositional
2082,Where did the founder of Ford Australia die?,compositional
2083,What is the place of birth of the performer of song Sing A Song Now Now?,compositional
2084,"Where was the place of death of John Stafford, 1St Earl Of Wiltshire's father?",compositional
2085,Why did Charis Wilson's husband die?,compositional
2086,What is the place of birth of Hind Bint Hamad Bin Khalifa Al-Thani's mother?,compositional
2087,"Which film has the director who is older, Overland Mail Robbery or Hearts Of The World?",bridge_comparison
2088,"Which film was released first, Astro: An Urban Fable In A Magical Rio De Janeiro or Fire Maidens From Outer Space?",comparison
2089,Where did Princess Caroline Of Hesse-Darmstadt's father die?,compositional
2090,Where was the place of death of Jan Utzon's father?,compositional
2091,What nationality is Namahana PiʻIa's husband?,compositional
2092,What is the place of birth of the director of film Will Not End Here?,compositional
2093,Where does the director of film Joan The Maid work at?,compositional
2094,What nationality is Gustaf V Of Sweden's mother?,compositional
2095,Which country Psusennes I's father is from?,compositional
2096,When did Marcus Julius Gessius Bassianus's father die?,compositional
2097,Who is Charles Xiii Of Sweden's paternal grandfather?,inference
2098,Where was the mother of Jassim Bin Hamad Bin Khalifa Al Thani born?,compositional
2099,Who is the uncle of Auberon Herbert (Landowner)?,inference
2100,"Which film whose director is younger, Crooks And Coronets or Arctic Flight?",bridge_comparison
2101,"Which magazine was founded first, L'Assiette Au Beurre or Pnai Plus?",comparison
2102,"Which film was released more recently, Calling All Curs or Waco: The Rules Of Engagement?",comparison
2103,Who is the spouse of the director of film Around A Small Mountain?,compositional
2104,Where was the place of death of Hedwig Of Masovia's father?,compositional
2105,"Who is the paternal grandmother of Johann Georg, Duke Of Saxe-Weissenfels?",inference
2106,What is the date of death of Francis I Rákóczi's wife?,compositional
2107,Where did Alice Walton's mother die?,compositional
2108,"Which film has the director who is older, Her Country'S Call or Pyaar Kiya To Darna Kya (1998 Film)?",bridge_comparison
2109,"Which film came out earlier, Demi Ucok or Gutta-Percha Boy?",comparison
2110,Where does the director of film Gang Of Four (Film) work at?,compositional
2111,Are the directors of films Sword Of The Empire and Seven Guns For Timothy both from the same country?,bridge_comparison
2112,Where was the husband of Christiane Kubrick born?,compositional
2113,What nationality is the director of film Roses From The South (1954 Film)?,compositional
2114,What nationality is Ordoño Bermúdez's father?,compositional
2115,What is the place of birth of William Iron Arm's father?,compositional
2116,What is the date of death of Euphrosyne (9Th Century)'s mother?,compositional
2117,"Where was the mother of Joan, Countess Of Blois born?",compositional
2118,Who is Christian Of Stolberg-Stolberg's father-in-law?,inference
2119,Who is the spouse of the performer of song Angel (Sarah Brightman Song)?,compositional
2120,Who is the father-in-law of Lady Rose Mclaren?,inference
2121,"Who died earlier, Francis Bryan or Gordon Gray Currie?",comparison
2122,"Which film came out earlier, Niyoti or Angali Pangali?",comparison
2123,Who is the father of Archduchess Maria Johanna Gabriela Of Austria?,inference
2124,"Which film came out first, Critters (Film) or Ayşecik Ve Sihirli Cüceler Rüyalar Ülkesinde?",comparison
2125,Where was the place of death of Amun-Her-Khepeshef's mother?,compositional
2126,What is the place of birth of the director of film Great Grand Masti?,compositional
2127,Where was the performer of song Call Me (Spagna Song) born?,compositional
2128,"Did the bands The Mess Hall and Flotsam Jetsam (Band), originate from the same country?",comparison
2129,Where does the presenter of The Next List work at?,compositional
2130,Where was the place of burial of Lady Philippa Stewart's mother?,compositional
2131,"Which film was released first, Ndoto Za Elibidi or Zero Dark Thirty?",comparison
2132,Which country Jamasp's father is from?,compositional
2133,What is the date of death of the director of film Det Kunne Vært Deg?,compositional
2134,Where was the performer of song Giati Fovase born?,compositional
2135,Where was the director of film The Saddest Music In The World born?,compositional
2136,Where was the place of burial of the performer of song This Time (Waylon Jennings Song)?,compositional
2137,Who is the spouse of the performer of song Hold On (Rosanne Cash Song)?,compositional
2138,What is the place of birth of Infanta Cristina Of Spain's father?,compositional
2139,Were Don Leo Jonathan and Richard F. Kneip of the same nationality?,comparison
2140,"Which film whose director was born first, The Lost Boys or Edward And Caroline?",bridge_comparison
2141,"Where was the place of burial of Elizabeth Fitzalan, Duchess Of Norfolk's husband?",compositional
2142,What is the place of birth of the performer of song Dip (Song)?,compositional
2143,What is the place of birth of Aurelio De Laurentiis's father?,compositional
2144,Where did Africanus Fabius Maximus's father die?,compositional
2145,What is the place of birth of Hannah Callowhill Penn's husband?,compositional
2146,Where was the composer of song Hallelujah! (Gospel Song) born?,compositional
2147,"Who is the paternal grandfather of Gilbert De Umfraville, Earl Of Angus?",inference
2148,What is the place of birth of the director of film Ręce Do Góry?,compositional
2149,Who is the father of the composer of song I Miss You (Miley Cyrus Song)?,compositional
2150,Where was the performer of song Poison (Beyoncé Song) born?,compositional
2151,Are Arnold Palmer Regional Airport and Luis Muñoz Marín International Airport located in the same country?,comparison
2152,"Which film came out first, Annette In Paradise or Rfk Must Die?",comparison
2153,What is the place of birth of the composer of song Marilyn Monroe (Nicki Minaj Song)?,compositional
2154,When did Dean Paul Martin's father die?,compositional
2155,Do both films: The Golden Trail and Young Medardus have the directors from the same country?,bridge_comparison
2156,Which country Eugenia Livanos's husband is from?,compositional
2157,"What is the date of death of William I, Count Of Burgundy's mother?",compositional
2158,Where did Princess Margarita Of Greece And Denmark's mother die?,compositional
2159,What is the award that the performer of song Lights On (Wiley Song) got?,compositional
2160,Where did Ádám Forgách's father die?,compositional
2161,"Who is James Stewart, 1St Duke Of Richmond's paternal grandfather?",inference
2162,"Are the magazines Bon Appétit and Dirty Linen, from the same country?",comparison
2163,"Who died first, Pierre-Philippe Choffard or James Jacoby?",comparison
2164,"Which film has the director who is older, The Gentle Sex or The Searchers?",bridge_comparison
2165,Where did the director of film Ręce Do Góry study?,compositional
2166,"When did George Vane-Tempest, 5Th Marquess Of Londonderry's father die?",compositional
2167,Why did Fahd Hariri's father die?,compositional
2168,"Which film has the director who died first, The Fifth Seal or A Place Near Heaven?",bridge_comparison
2169,"What is the place of birth of Philip I, Count Of Boulogne's father?",compositional
2170,Are Beer Ajam and Al-Zabadani both located in the same country?,comparison
2171,"When is Luke Dillon, 4Th Baron Clonbrock's father's birthday?",compositional
2172,What is the date of death of Cardinal-Infante Afonso Of Portugal's mother?,compositional
2173,"Where was the father of George Howard, 4Th Earl Of Suffolk born?",compositional
2174,Are director of film Sleepers and director of film The Juniper Tree (Film) from the same country?,bridge_comparison
2175,"Who is John Fitzgerald, 4Th Earl Of Desmond's uncle?",inference
2176,Where was the director of film The Central Park Five born?,compositional
2177,What is the place of birth of Pepin The Hunchback's father?,compositional
2178,Why did the director of film Secret Defense (1998 Film) die?,compositional
2179,Who is Anne Gust Brown's father-in-law?,inference
2180,When was the company that published Africa Renewal founded?,compositional
2181,Where was the performer of song Yayo (Lana Del Rey Song) born?,compositional
2182,"Which film came out first, Mellow Mud or Wartime Nutrition?",comparison
2183,Where was the performer of song How Do You Sleep? (John Lennon Song) born?,compositional
2184,"When was William Craven, 6Th Baron Craven's wife born?",compositional
2185,Where did Rune Ottosen's father graduate from?,compositional
2186,"Which film was released earlier, A Small Down Payment On Bliss or The Cemetery Of The Eagles?",comparison
2187,Who is the maternal grandfather of Henry Of Nassau-Dillenburg?,inference
2188,Where was the director of film The Visitors (1972 Film) born?,compositional
2189,"Who was born earlier, Humphrey Edwardes-Jones or Ángel De La Torre?",comparison
2190,"Which film was released first, Lethal Weapon 2 or Bhootchakra Pvt. Ltd.?",comparison
2191,What nationality is Prince Napoléon Bonaparte's father?,compositional
2192,"Which film has the director who was born later, The Doctor And The Woman or Jolson Sings Again?",bridge_comparison
2193,Where does the director of film Noroît (Film) work at?,compositional
2194,"Which film has the director who is older than the other, The Terror Of Tiny Town or The Champagne Murders? ",bridge_comparison
2195,Who is Rudolph De Trafford's paternal grandmother?,inference
2196,What is the place of birth of the director of film Los Secretos Del Buzón?,compositional
2197,"Which film has the director who is older, Angels Revenge or The Devil'S Backbone?",bridge_comparison
2198,"Where did Henry Bentinck, 1St Duke Of Portland's father die?",compositional
2199,Where was the performer of song Love Falls Over Me born?,compositional
2200,Who is the uncle of John Of Brienne?,inference
2201,"Which film has the director died later, Whirlpool Of Desire or After The Fall Of Man?",bridge_comparison
2202,"Which film has the director who is older, Thought Moments or Roads Of Kiarostami?",bridge_comparison
2203,"Who died first, Fleetwood Sheppard or George William Whitaker?",comparison
2204,When was Joseph-Édouard Perrault's father born?,compositional
2205,Do both Dr. Ehrlich'S Magic Bullet and Fling (Film) films have the directors from the same country?,bridge_comparison
2206,"Where was the place of burial of Ælfgar, Earl Of Mercia's father?",compositional
2207,What nationality is the performer of song Mexicali Rose (Song)?,compositional
2208,"Where did John Annesley, 4Th Earl Of Anglesey's father graduate from?",compositional
2209,"Who is the maternal grandfather of Philip, Count Of Longueville?",inference
2210,Which country Eugen D'Albert's wife is from?,compositional
2211,"Who died earlier, Nicolae Păiș or Tomás Martínez?",comparison
2212,Where did Nazperver Kadın's husband die?,compositional
2213,"Which film came out first, Střevíčky Slečny Pavlíny or When The Angels Sleep?",comparison
2214,Where was the place of death of Lupe Rumazo's father?,compositional
2215,Do director of film Ten9Eight: Shoot For The Moon and director of film Sabotage (1936 Film) share the same nationality?,bridge_comparison
2216,Are the directors of both films Went To Coney Island On A Mission From God... Be Back By Five and No One Can Achieve Perfection from the same country?,bridge_comparison
2217,"Where did the director of film The $1,000,000 Reward study?",compositional
2218,"Which film has the director who was born earlier, Retalhos Da Vida De Um Médico or The Shooting?",bridge_comparison
2219,"Who is the maternal grandfather of Edmund Stafford, 5Th Earl Of Stafford?",inference
2220,Where was the performer of song Vísur Vatnsenda-Rósu born?,compositional
2221,Where was the place of death of Morris Engel's wife?,compositional
2222,"Who is older, Alexandria Ocasio-Cortez or Ana García-Arcicollar Vallejo?",comparison
2223,"Which film came out first, Demons Of The Mind or In The Land Of The Head Hunters?",comparison
2224,"Which one was established first, Noerr or Korn Ferry?",comparison
2225,Where did Harriet Hemenway's husband graduate from?,compositional
2226,Where was the place of burial of Mei Shaowu's father?,compositional
2227,"Which film has the director born first, The Dream Car or The Paradine Case?",bridge_comparison
2228,Which country the performer of song The Look Of Love (1967 Song) is from?,compositional
2229,When was Susanna Hall's father born?,compositional
2230,"Which film has the director born first, Lone Wolf Mcquade or Sordid Lives?",bridge_comparison
2231,Who is the spouse of the performer of song Free (Sarah Brightman Song)?,compositional
2232,Do producer of film Reach The Rock and producer of film Butterfly On A Wheel share the same nationality?,bridge_comparison
2233,Who is the spouse of the performer of song Bob Wills Is Still The King?,compositional
2234,Which award the performer of song Bernardine (Song) got?,compositional
2235,Where did Margaret Simey's husband study at?,compositional
2236,"Which film has the director who was born later, The Devil And Miss Jones or The Man In The Funny Suit?",bridge_comparison
2237,Who is the paternal grandfather of Uskhal Khan Tögüs Temür?,inference
2238,Where was the place of death of the performer of song Oei Oei Oei (Dat Was Me Weer Een Loei)?,compositional
2239,Where did Beatrice Of England's father die?,compositional
2240,Where was the place of burial of Pauline Lafon Gore's husband?,compositional
2241,"Which film has the producer who was born earlier, The Indian Fighter or The Story Of Three Loves?",bridge_comparison
2242,What nationality is the performer of song I Wished On The Moon?,compositional
2243,"Which film has the director died earlier, Kanchana Sita or Ghost Of The China Sea?",bridge_comparison
2244,Who was born first out of Felix Cicaterri and Rajiv Gandhi?,comparison
2245,"What is the date of death of Philip, Count Of Egmont's father?",compositional
2246,"When did Frances Vane, Marchioness Of Londonderry's father die?",compositional
2247,What nationality is Gevherhan Sultan (Daughter Of Selim Ii)'s father?,compositional
2248,Who is Margaret Hughes's father-in-law?,inference
2249,What is the award that the director of film Hyderabad Blues 2 got?,compositional
2250,"Which film came out earlier, Two Brides And A Baby or Dinner At The Ritz?",comparison
2251,Where was the place of death of Helena Unierzyska's father?,compositional
2252,Where does the director of film Around A Small Mountain work at?,compositional
2253,Who is Charles Ii Of Navarre's maternal grandfather?,inference
2254,Where did Behter's father die?,compositional
2255,Where was the place of burial of Marie Eleonore Of Cleves's father?,compositional
2256,Where did Marie Eleonore Of Cleves's father die?,compositional
2257,Where was the place of death of the founder of Interval Research Corporation?,compositional
2258,"Which film has the director who is older, Don'T Take Me Home or Das Mädchen Und Der Staatsanwalt?",bridge_comparison
2259,Where did Nancy Kassebaum's father study?,compositional
2260,"Which magazine came out first, Progetto Babele or Murray'S Magazine?",comparison
2261,"Which film whose director is younger, Once Upon A Time In The Woods or Party Husband?",bridge_comparison
2262,Are both Don Sasa and Boyd R. Overhulse from the same country?,comparison
2263,What is the date of death of Simon De Montfort (Died 1188)'s father?,compositional
2264,Who is Emperor Qianshao Of Han's maternal grandfather?,inference
2265,"Which song came out first, Joel The Lump Of Coal or Jugband Blues?",comparison
2266,"Where did Evelyn Cecil, 1St Baron Rockley's father graduate from?",compositional
2267,Who is the paternal grandfather of John Ii Of Baden?,inference
2268,Who is Al-Nu'Man Vi Ibn Al-Mundhir's paternal grandfather?,inference
2269,"Who is older, Gerald Polley or Adolph Braeckeveldt?",comparison
2270,"Who is George Milles-Lade, 2Nd Earl Sondes's paternal grandfather?",inference
2271,"Which country George Milles-Lade, 2Nd Earl Sondes's father is from?",compositional
2272,"Which film has the director who died first, Murder At Monte Carlo or Welcome 2 Ibiza?",bridge_comparison
2273,Where was the performer of song Marilyn Monroe (Nicki Minaj Song) born?,compositional
2274,"Who is the father of Beltrán Vélez De Guevara, Marquis Of Campo Real?",inference
2275,Who is the maternal grandfather of Hedda Von Fersen?,inference
2276,Where was the place of death of the composer of song Someone To Watch Over Me (Song)?,compositional
2277,"Which film was released first, Resan or Ömer The Tourist In Star Trek?",comparison
2278,"What is the date of death of George Waldegrave, 5Th Earl Waldegrave's mother?",compositional
2279,"Who is Robert Iv Of Artois, Count Of Eu's paternal grandfather?",inference
2280,"Where was the place of death of Engelbert I, Count Of Berg's father?",compositional
2281,Which award the performer of song Heavy Seas Of Love earned?,compositional
2282,Are Cecil Pearce and Jackson Bird both from the same country?,comparison
2283,Where does the director of film Reel Bad Arabs work at?,compositional
2284,"What is the date of birth of the director of film Tangos, The Exile Of Gardel?",compositional
2285,Who is the father of Marie Charlotte De La Trémoille?,inference
2286,When was John Hodgetts-Foley's father born?,compositional
2287,Who is the spouse of the performer of song Missing My Baby?,compositional
2288,"Where was the place of death of Alessandro Ruspoli, 2Nd Prince Of Cerveteri's father?",compositional
2289,"Which film was released earlier, His Brother'S Ghost or I Know What You Did Last Summer?",comparison
2290,Where was the place of death of Richard Randolph's father?,compositional
2291,What is the place of birth of the performer of song Because Of You (Gabrielle Song)?,compositional
2292,"Which film has the director who died first, A Mother Of Men or I'Ve Got A Horse?",bridge_comparison
2293,"Who is Katherine Brandon, Duchess Of Suffolk's mother?",inference
2294,What is the place of birth of Helvis Of Cyprus's father?,compositional
2295,"Which country Thomas Lyon-Bowes, Lord Glamis's father is from?",compositional
2296,"Are the bands Shirehorses and From First To Last, from the same country?",comparison
2297,Are Ailes Gilmour and Chris Schwinden of the same nationality?,comparison
2298,"When did John Tufton, 2Nd Baron Hothfield's father die?",compositional
2299,Where was the performer of song 1913 Massacre born?,compositional
2300,Where did the performer of song I Don'T Wanna Get Hurt die?,compositional
2301,"Who is the father-in-law of Maria Manuela, Princess Of Portugal?",inference
2302,"Which film has the director who died later, The Monkey Talks or Varakatnam?",bridge_comparison
2303,"Which film was released first, The Borrower or Sheba, Baby?",comparison
2304,Where did the director of film Is It Easy To Be Young? study?,compositional
2305,Where was the place of death of Qutuqtu's father?,compositional
2306,Which country Josie Fitial's husband is from?,compositional
